Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Family_Communication,Weekend_Usage_Hours,Addiction_Level
0.0,4.0,84,5,1.5,10,4,3,0,0.7,20,5,2.9,1.4,0.5,5,4.2,3.7
4.0,9.5,90,4,1.8,7,1,8,1,1.9,99,5,2.8,2.1,0.6,1,4.2,7.1
7.0,4.8,57,7,1.3,3,8,2,0,0.9,82,19,2.5,0.4,0.0,7,6.6,10.0
3.5,6.7,76,6,1.1,9,4,7,0,0.7,107,15,2.3,1.8,1.6,3,3.9,9.4
4.3,6.8,67,8,1.8,3,7,5,1,1.3,129,12,1.8,1.1,1.4,4,4.7,8.8
3.7,5.5,84,1,0.5,10,5,6,0,0.8,98,6,3.0,0.9,1.3,3,4.5,8.0
7.4,4.3,86,2,0.0,9,10,7,0,0.6,73,15,3.3,3.3,1.9,7,8.1,10.0
4.0,7.5,54,9,1.2,6,6,8,1,1.3,130,11,3.1,2.8,1.4,10,10.8,10.0
3.8,6.4,86,9,0.0,9,9,5,0,0.4,20,20,2.6,1.5,1.9,1,2.5,9.1
5.7,4.0,68,3,0.0,7,9,10,1,0.3,149,8,4.6,1.6,0.8,6,4.7,10.0
3.9,7.8,72,10,1.8,5,7,1,0,1.5,145,20,1.4,1.5,0.6,4,10.5,9.8
5.9,7.1,86,9,0.6,8,4,6,1,0.4,61,10,0.7,1.9,1.6,7,4.5,8.2
3.2,7.0,100,3,0.6,5,8,5,1,0.5,35,11,2.2,1.6,0.7,1,8.3,6.4
4.3,5.9,62,4,0.6,1,6,3,0,1.9,144,11,0.4,1.8,1.6,1,10.2,8.6
5.4,5.1,92,1,0.0,1,4,1,1,0.9,146,8,3.1,1.7,1.4,10,3.8,10.0
6.2,6.1,88,6,1.9,6,10,5,1,0.9,86,18,3.8,0.4,0.8,9,5.3,10.0
2.4,7.9,69,6,1.2,7,7,8,1,0.4,68,8,1.6,0.1,1.3,5,4.0,3.1
3.3,6.8,95,10,1.3,2,9,4,1,0.8,129,9,4.3,2.5,0.2,10,5.4,10.0
8.1,9.3,54,3,0.3,7,1,9,1,1.6,118,20,2.9,1.4,1.4,1,6.5,10.0
5.9,7.3,68,0,0.2,1,3,6,0,1.8,64,15,4.3,1.2,2.0,4,10.5,10.0
4.1,7.3,93,7,0.7,9,5,3,0,2.0,118,9,3.5,0.7,0.5,10,5.1,8.8
5.8,4.0,67,3,1.8,3,2,5,1,0.0,141,12,2.7,0.6,0.7,1,6.4,10.0
3.8,5.7,58,10,0.7,1,6,5,0,1.3,70,19,1.3,2.5,1.2,6,6.5,10.0
6.0,9.5,95,3,1.6,1,5,5,1,0.0,22,16,3.3,1.4,0.4,1,7.3,9.6
3.9,6.5,70,0,0.7,9,1,1,0,1.3,74,6,2.5,1.7,0.4,1,8.1,7.5
7.0,7.0,98,3,1.3,2,3,10,1,1.4,29,17,3.8,2.0,0.9,6,8.1,10.0
8.1,5.0,58,2,0.9,2,3,5,0,1.6,30,15,3.5,1.6,0.8,6,5.1,10.0
3.2,8.7,58,4,0.6,8,3,4,1,1.4,26,20,3.4,2.1,0.5,5,7.7,8.9
7.3,6.9,50,1,1.1,10,10,1,0,0.3,130,17,3.7,1.6,0.1,9,8.3,10.0
6.2,6.8,99,8,0.0,10,1,6,0,0.7,102,8,1.8,1.6,2.3,10,3.9,9.8
5.2,9.2,72,6,1.4,5,5,9,0,1.4,45,14,2.9,0.8,1.7,3,8.6,8.0
4.3,9.0,58,0,0.8,7,3,3,1,1.1,70,20,1.7,0.3,1.1,3,7.1,7.2
8.3,6.8,83,8,0.5,5,8,1,0,0.8,35,15,1.1,1.7,1.1,3,4.9,10.0
4.5,3.0,67,2,3.6,2,5,10,0,0.5,129,8,2.5,1.5,0.4,2,7.2,10.0
5.4,9.8,85,1,0.2,8,7,6,1,0.9,20,18,3.2,0.6,1.0,7,5.2,8.3
3.6,6.8,50,1,0.1,9,1,6,1,0.0,40,20,2.4,4.0,1.4,2,5.3,10.0
3.0,10.0,84,3,1.9,8,2,3,1,1.4,119,19,2.6,0.5,1.1,8,9.5,7.3
5.8,6.0,53,0,1.7,9,5,6,1,1.0,125,14,5.0,2.5,0.5,2,5.3,10.0
4.1,6.7,56,5,0.8,2,9,7,0,1.0,121,12,4.9,4.0,1.2,6,7.2,10.0
2.2,7.4,56,8,0.4,10,7,3,0,0.5,58,14,1.4,1.7,0.9,9,6.1,5.6
5.3,6.1,90,2,1.3,6,8,4,1,0.1,141,12,2.0,3.1,1.7,6,5.5,10.0
1.1,7.7,52,7,1.1,4,6,4,1,1.4,89,19,0.9,2.5,1.1,3,6.3,6.2
5.6,6.8,78,2,0.0,10,3,5,0,1.3,125,11,1.3,1.7,1.1,3,8.4,9.9
2.6,4.7,86,7,1.6,6,9,1,0,0.6,145,15,3.8,2.2,1.0,2,6.4,10.0
5.1,3.3,69,4,0.8,9,8,2,1,1.5,65,15,2.7,2.6,1.9,9,2.8,10.0
6.3,5.7,55,10,1.5,2,7,3,1,0.3,61,7,3.1,0.0,1.9,2,5.2,9.2
6.5,5.5,64,5,0.0,6,10,5,1,0.0,67,14,2.4,0.3,0.6,5,4.7,10.0
6.0,6.4,89,6,2.1,8,9,3,1,1.0,96,9,0.5,0.8,2.3,8,5.4,7.8
7.9,5.2,84,9,0.3,3,7,3,0,0.5,108,12,3.0,2.1,1.5,3,3.3,10.0
7.7,5.8,86,8,1.4,7,8,7,0,1.3,76,11,2.9,3.7,1.2,5,8.6,10.0
6.2,7.3,65,5,0.8,2,10,7,1,0.7,41,7,2.8,2.3,0.2,2,6.6,9.9
2.3,8.5,93,10,1.0,10,2,1,1,0.9,90,12,1.9,1.6,0.0,8,6.1,5.8
5.2,8.5,82,5,1.1,3,1,8,1,0.0,58,15,2.0,3.1,1.4,6,8.6,10.0
8.7,6.6,54,7,2.6,5,7,3,0,2.0,89,17,1.8,2.6,1.2,7,1.3,10.0
3.9,5.9,95,0,0.0,7,3,9,1,1.4,69,6,1.5,2.3,2.6,7,5.5,7.3
4.0,9.5,58,10,1.0,7,4,9,1,0.7,31,12,2.1,2.9,1.0,9,10.3,7.3
4.5,5.1,95,6,0.2,9,5,10,0,1.0,20,19,2.7,0.9,1.2,4,4.0,9.8
6.6,6.2,92,6,0.8,7,2,2,0,0.9,106,13,3.2,0.1,0.0,4,3.8,10.0
7.5,5.3,86,1,0.5,9,3,3,0,1.5,135,6,2.5,0.0,0.2,7,5.4,10.0
3.9,8.2,97,8,0.3,2,4,7,1,0.5,35,19,2.1,0.0,1.0,4,7.1,6.4
5.1,5.8,100,10,1.8,2,10,6,1,0.0,123,20,1.8,2.5,0.6,10,6.5,10.0
0.6,9.9,68,4,1.5,1,1,8,1,0.6,82,19,1.4,1.5,0.7,7,6.2,4.0
4.0,3.8,92,2,1.0,8,4,6,1,1.8,123,7,4.2,2.6,1.1,5,2.7,10.0
4.2,6.4,84,6,1.4,4,8,10,0,1.1,86,5,2.1,0.0,1.0,3,3.7,5.8
7.1,4.6,72,8,0.0,6,2,7,0,0.6,109,18,3.1,1.5,1.4,1,5.6,10.0
8.1,5.2,82,0,0.1,7,9,5,1,1.8,70,19,3.0,0.9,0.1,8,5.3,10.0
5.2,7.5,98,5,0.7,6,7,5,1,0.6,115,11,2.4,1.3,1.7,1,7.2,9.6
2.3,4.3,56,4,0.2,10,8,6,1,1.0,72,10,2.1,2.1,2.6,3,6.1,7.8
7.0,5.7,52,4,2.0,10,1,7,1,1.2,30,19,1.8,2.4,1.3,3,9.1,10.0
5.8,4.8,62,9,0.0,5,1,9,1,0.9,28,13,4.4,1.8,1.5,1,11.1,10.0
6.0,4.3,97,10,0.8,5,9,7,0,0.1,33,17,4.2,1.0,0.5,3,7.4,10.0
3.0,6.1,74,4,1.2,2,9,7,1,0.0,63,17,0.7,3.2,1.9,6,5.4,8.5
6.5,6.3,99,9,1.1,1,2,6,0,1.2,110,17,2.2,0.8,0.5,2,2.9,10.0
5.2,5.8,97,4,0.8,9,8,5,1,1.6,149,7,3.0,2.2,0.2,4,7.6,10.0
3.2,6.5,89,8,1.1,10,10,2,1,0.6,61,20,1.9,0.8,1.4,4,6.4,7.9
6.6,5.4,91,6,1.4,6,6,7,1,1.3,137,17,0.2,2.0,1.8,8,10.0,10.0
5.4,7.6,51,0,0.8,1,9,1,1,1.5,21,5,1.9,3.6,0.7,7,6.3,8.5
4.2,8.1,85,9,2.3,5,2,9,1,0.9,85,17,2.7,3.0,0.8,3,5.3,10.0
7.2,6.7,62,7,1.1,7,6,3,1,1.0,32,15,3.2,0.2,1.9,3,3.9,10.0
4.4,4.7,80,9,1.4,10,5,10,0,1.2,146,12,3.0,1.9,1.2,1,7.2,10.0
7.9,5.7,89,4,0.8,1,2,6,1,1.6,97,10,1.9,1.7,1.1,10,4.9,10.0
4.7,4.7,51,7,0.0,4,7,9,0,1.2,140,10,2.4,0.0,0.5,1,3.4,9.6
4.1,8.3,85,1,0.2,3,9,7,1,0.6,39,6,2.6,1.5,0.4,1,5.9,6.0
6.6,4.9,60,8,0.0,2,1,8,1,1.3,86,6,3.5,2.5,0.9,6,5.0,10.0
5.9,9.1,72,0,1.2,2,4,6,1,1.0,108,18,3.1,0.0,1.4,2,4.4,10.0
7.8,8.6,60,1,0.5,7,4,2,1,1.7,80,6,4.0,1.4,0.7,7,7.2,10.0
2.5,7.0,96,2,1.2,4,10,8,1,0.5,134,10,2.6,1.6,1.0,2,5.8,7.9
6.4,8.3,80,5,1.4,5,7,7,1,0.8,45,12,3.8,1.4,2.1,7,5.6,10.0
4.2,7.5,75,1,2.6,4,4,10,0,1.4,72,16,0.6,1.4,1.2,1,4.4,7.1
4.0,6.5,67,9,1.8,6,1,1,1,1.2,133,11,2.4,0.0,0.8,1,5.5,8.0
6.4,5.0,90,7,0.8,8,4,1,0,0.8,121,16,1.8,1.0,1.9,5,7.5,10.0
6.3,6.7,77,9,0.0,9,6,7,1,0.6,131,17,2.3,2.4,1.1,2,3.7,10.0
5.1,7.2,52,8,2.0,3,10,3,1,1.8,74,12,2.9,1.3,1.7,1,6.1,9.6
5.8,5.4,83,10,0.0,3,6,3,0,1.4,104,14,0.0,0.5,1.2,1,4.9,8.5
7.5,10.0,71,3,0.6,4,4,8,1,0.4,109,12,0.8,1.3,2.8,1,10.0,9.2
5.1,6.9,83,1,1.5,3,1,8,1,1.7,110,10,3.4,1.5,0.7,2,6.0,10.0
4.3,6.7,78,3,1.7,6,1,9,1,1.1,43,15,3.7,0.4,1.2,3,7.0,8.9
3.3,7.4,93,10,0.8,6,1,7,1,0.1,97,19,1.9,0.8,0.0,10,2.4,8.0
2.9,7.0,75,5,0.4,2,1,5,1,1.3,34,20,0.7,2.1,0.5,6,5.7,6.9
5.4,5.4,88,0,1.1,10,9,9,1,1.5,61,17,1.0,2.1,1.8,5,4.9,10.0
1.4,4.9,94,10,0.2,7,10,3,1,1.0,61,11,4.0,0.1,1.6,5,3.2,6.5
8.5,5.0,53,4,0.0,9,1,9,0,1.2,127,16,2.8,2.0,0.0,5,5.7,10.0
3.0,4.8,98,3,1.4,4,10,9,0,0.0,20,5,2.6,0.4,0.4,10,9.3,5.0
4.8,6.5,51,1,0.7,9,2,3,0,1.4,146,16,2.0,3.0,1.5,7,6.6,10.0
3.3,6.8,90,4,1.0,6,5,2,0,1.1,36,9,0.9,0.8,0.4,7,8.0,4.1
4.8,4.9,91,0,3.0,4,10,10,0,1.3,71,8,3.9,2.9,0.8,6,9.9,10.0
2.1,7.8,66,7,0.0,5,4,3,0,0.3,48,14,0.7,2.4,1.6,2,8.2,5.1
6.0,7.1,55,2,0.0,9,9,10,0,0.5,134,20,1.5,2.2,0.0,10,4.3,10.0
6.9,6.9,91,7,0.0,3,10,6,0,0.7,130,18,3.5,0.5,0.3,1,6.3,10.0
7.1,5.3,51,7,1.8,2,9,5,1,0.9,148,10,2.0,0.9,1.6,2,4.1,10.0
3.4,5.8,73,8,2.0,6,10,7,0,1.2,128,14,2.4,1.7,1.9,4,7.8,10.0
10.1,6.2,93,6,0.9,1,2,4,1,1.3,133,20,1.5,2.1,1.2,3,7.1,10.0
2.6,6.0,77,0,1.3,10,4,10,1,1.2,94,15,1.4,1.9,1.9,9,6.7,7.8
5.3,8.7,91,2,2.2,6,7,8,1,1.1,146,15,2.3,2.5,1.0,5,7.8,10.0
2.0,6.1,55,7,0.0,1,9,9,0,1.6,87,19,2.2,0.0,1.3,4,7.1,6.7
5.8,6.3,95,7,1.9,1,5,1,0,1.8,123,18,2.8,2.1,0.1,9,5.8,10.0
3.3,9.1,66,9,0.0,1,1,8,0,0.8,27,6,2.5,1.6,1.8,10,7.2,4.6
5.9,6.6,54,10,1.6,10,10,6,1,1.1,29,12,2.2,0.0,0.2,5,3.5,7.8
5.6,3.9,89,5,1.5,3,3,4,1,1.0,100,19,3.5,2.1,0.0,5,7.5,10.0
5.0,8.7,93,8,0.0,7,5,2,1,1.3,119,15,1.4,2.0,1.5,3,5.3,9.4
4.4,5.3,55,2,1.5,3,5,7,1,0.9,120,12,2.0,2.1,1.5,6,10.2,10.0
1.8,4.7,87,1,0.3,2,5,10,1,0.6,24,14,2.2,0.0,0.0,9,5.7,4.9
9.4,4.1,72,8,0.4,10,8,1,0,1.2,109,12,1.4,2.7,1.3,3,7.9,10.0
7.2,6.0,65,1,0.7,10,7,4,1,1.4,142,12,2.4,1.5,0.0,10,4.9,10.0
0.4,9.0,79,9,0.6,2,2,9,0,0.7,36,14,3.0,2.0,0.7,7,8.5,4.4
2.3,5.6,60,6,0.7,2,5,4,0,1.0,149,18,0.8,1.8,0.4,1,6.0,8.7
6.0,5.4,62,6,1.1,6,6,1,1,1.1,79,20,2.1,0.6,1.2,7,5.2,10.0
5.7,6.2,73,6,1.5,6,3,8,0,1.4,64,20,3.5,2.3,1.0,8,7.4,10.0
1.4,6.9,56,10,1.6,7,5,4,0,1.1,103,7,1.9,0.0,1.4,3,3.3,3.3
5.5,7.0,73,10,0.5,1,4,8,1,1.1,102,16,2.8,1.4,1.8,9,2.5,10.0
4.8,7.1,100,4,1.3,1,5,6,1,0.8,36,12,2.1,0.0,0.0,3,5.1,6.5
6.2,7.8,57,5,1.3,9,6,5,1,0.6,75,16,2.9,0.0,0.4,3,5.4,9.9
4.7,5.9,56,4,0.7,6,4,8,1,0.8,73,5,2.1,2.5,0.9,5,2.0,8.8
5.9,6.5,75,2,0.1,6,3,3,0,1.2,63,7,2.8,1.4,0.4,6,8.0,9.5
7.3,6.0,96,4,1.2,4,9,7,1,1.6,118,18,1.6,2.1,1.0,5,6.0,10.0
0.0,8.8,95,10,1.9,6,1,5,1,0.6,21,18,3.6,1.4,1.0,4,6.2,4.6
6.1,6.5,92,7,0.7,10,10,6,0,1.2,103,17,1.5,2.4,0.6,9,3.7,10.0
5.0,4.3,58,6,1.3,10,3,6,0,0.1,55,12,1.5,4.0,2.0,7,6.2,10.0
3.5,5.7,59,9,0.9,5,2,1,0,1.2,105,10,2.1,1.7,0.7,9,6.6,8.5
4.4,4.1,96,5,1.6,10,7,1,0,1.8,90,12,2.0,1.0,1.2,4,4.8,9.6
5.1,6.2,84,3,1.0,7,5,2,1,0.2,22,18,2.2,2.3,0.9,9,6.6,10.0
6.7,5.8,52,0,1.0,9,10,6,1,1.0,43,16,2.5,1.6,0.8,9,5.5,10.0
8.9,7.2,87,9,1.4,3,2,5,1,1.4,21,7,2.6,1.3,0.8,4,5.9,10.0
3.9,8.8,80,3,0.1,10,3,1,1,0.8,81,20,3.2,1.5,1.7,2,5.0,9.8
6.3,7.9,76,3,2.0,9,2,9,1,0.7,140,20,2.8,2.6,0.0,9,8.4,10.0
5.2,3.0,54,5,1.8,6,2,6,0,1.3,95,12,1.4,2.8,1.1,2,8.9,10.0
1.6,5.8,79,4,2.0,4,9,6,1,0.9,126,6,3.1,0.1,0.0,10,5.8,5.6
3.6,4.4,66,1,0.6,3,8,7,0,1.5,61,12,1.1,0.3,0.3,2,7.6,6.4
3.9,6.4,87,8,1.1,4,2,6,0,0.7,82,20,2.5,1.9,1.7,2,3.0,10.0
3.7,5.1,56,1,1.7,1,10,2,1,0.8,99,6,1.7,1.7,1.6,4,7.6,7.7
6.4,5.7,50,10,0.3,5,10,4,1,0.8,117,18,3.1,2.8,2.0,1,1.9,10.0
2.7,4.7,69,10,0.0,1,8,4,0,1.4,59,14,1.9,1.2,1.0,9,5.3,7.4
8.7,7.6,63,1,1.2,8,10,8,0,1.7,142,16,1.3,0.1,0.0,1,5.4,10.0
6.4,5.1,93,5,0.5,4,9,1,1,1.5,112,13,1.0,1.0,0.0,10,7.4,10.0
6.7,9.9,54,1,0.9,9,10,10,1,0.8,43,17,2.9,1.0,0.0,3,8.7,9.9
8.0,5.0,60,7,0.7,4,2,10,1,0.7,127,6,1.9,2.2,0.6,2,5.2,10.0
6.1,4.9,50,6,1.0,3,3,9,1,1.1,25,6,2.4,1.6,0.0,10,2.5,9.3
5.4,3.0,76,0,1.7,9,8,8,1,0.9,58,8,1.2,3.1,0.0,9,4.3,10.0
5.3,5.7,75,9,0.0,5,8,10,1,1.9,33,6,2.2,1.0,2.1,9,7.5,7.5
7.2,6.1,59,7,1.7,6,5,8,1,1.5,88,14,2.2,3.1,0.4,4,9.3,10.0
4.1,6.8,92,10,2.5,5,8,10,0,1.3,24,7,2.1,1.2,0.8,5,6.7,5.9
4.7,6.5,96,1,1.0,1,5,10,0,0.9,118,20,3.1,2.6,1.7,3,6.6,10.0
3.0,7.7,71,1,0.5,9,10,3,0,1.0,21,20,2.9,1.8,0.0,7,3.8,8.3
4.9,9.1,90,9,0.2,5,5,10,1,1.4,47,13,2.5,3.0,0.8,6,5.4,9.4
5.6,7.8,53,0,1.2,8,5,1,0,0.5,65,9,3.5,1.4,0.3,8,1.6,9.7
4.6,8.4,93,7,0.8,9,5,1,0,0.6,25,8,2.9,1.1,1.3,4,4.6,6.5
5.4,7.5,94,7,0.5,3,10,2,1,0.3,57,13,1.7,1.0,1.2,2,4.6,8.1
7.0,5.7,90,10,0.4,8,10,7,0,1.2,117,7,5.0,0.1,2.2,6,2.8,10.0
7.3,4.9,58,2,0.7,10,4,7,0,0.6,42,17,3.4,2.1,0.6,1,4.7,10.0
7.4,6.2,69,8,0.7,9,6,3,0,1.6,75,14,3.1,0.3,0.8,2,9.4,10.0
4.5,8.6,57,4,0.0,2,9,7,1,0.9,109,12,4.3,1.9,0.8,6,5.5,10.0
2.6,6.5,51,3,0.9,4,8,2,1,1.4,28,15,2.8,1.7,1.8,3,9.7,7.4
5.9,4.4,73,5,0.2,10,1,6,0,1.0,94,10,3.4,1.1,0.9,4,8.9,10.0
3.3,5.5,70,5,0.1,3,9,3,1,1.0,123,19,3.5,0.2,1.5,2,6.8,10.0
6.3,4.9,55,5,0.2,1,1,6,0,1.1,128,15,1.8,2.0,0.6,5,3.8,10.0
5.0,8.6,81,9,0.8,9,9,2,1,0.1,97,11,1.8,1.4,0.4,10,4.7,8.0
0.3,6.5,90,4,1.4,5,9,9,0,0.0,81,15,1.8,2.5,1.3,4,5.0,6.0
7.4,4.9,75,7,1.0,5,7,5,1,0.9,141,6,2.5,3.1,0.4,9,5.0,10.0
4.1,9.2,77,10,0.8,3,1,6,0,0.9,22,17,2.6,1.0,1.9,2,1.0,6.9
5.8,8.5,67,4,2.1,5,9,1,1,0.6,73,14,3.1,2.4,1.1,1,2.8,10.0
6.7,5.6,83,10,1.3,10,4,7,0,1.4,107,7,2.4,1.3,0.8,3,7.9,10.0
8.1,7.8,72,8,0.0,5,1,3,0,0.0,37,17,2.0,2.4,1.4,10,8.1,10.0
1.6,4.4,50,6,0.1,7,5,1,1,1.2,65,14,1.8,1.8,1.8,9,3.8,7.1
4.5,10.0,65,5,1.8,5,5,4,0,0.6,38,15,2.8,1.4,0.8,5,10.1,7.5
6.3,8.1,79,5,0.9,4,10,6,0,0.8,95,17,2.4,1.7,0.2,3,5.8,10.0
8.2,6.5,74,6,0.4,2,4,6,0,1.1,20,15,4.6,0.2,0.3,6,10.0,10.0
3.9,3.3,64,5,1.4,2,9,5,0,1.4,86,16,2.3,2.0,0.9,4,7.4,10.0
5.4,5.7,57,0,1.1,4,8,4,1,0.8,94,12,4.1,2.3,0.7,2,8.5,10.0
7.2,6.5,80,0,0.0,8,4,4,1,1.4,121,6,1.9,1.6,0.7,5,9.5,10.0
2.2,6.6,61,3,0.0,7,6,5,1,0.0,104,12,2.9,0.3,1.6,3,10.1,6.6
4.9,6.4,81,1,0.4,10,4,10,1,0.9,77,15,3.2,2.0,1.3,2,4.7,10.0
3.5,4.6,52,6,3.0,9,3,4,1,1.6,96,8,3.3,1.3,0.0,9,9.2,9.3
7.1,3.0,87,8,1.6,7,1,3,1,1.4,79,12,3.1,1.6,0.6,3,5.7,10.0
6.0,5.3,93,5,2.3,2,10,8,1,1.7,61,9,3.4,1.1,1.8,2,6.6,10.0
4.3,4.5,51,2,1.2,6,7,7,1,1.2,40,17,1.3,1.7,1.8,7,5.2,9.2
4.9,3.4,68,7,1.1,1,10,7,1,0.9,86,20,1.0,0.0,0.7,8,5.8,9.9
5.3,7.8,71,1,1.8,7,5,2,1,1.1,37,19,3.0,1.6,1.1,10,6.5,10.0
6.4,6.5,90,6,0.4,7,2,3,0,1.5,54,14,1.3,1.7,1.9,2,3.9,10.0
6.5,8.7,96,0,1.1,9,4,1,1,1.2,24,7,1.2,0.2,1.9,3,5.5,5.4
7.9,6.4,84,1,1.8,5,6,2,1,1.5,42,11,0.2,1.2,1.5,2,6.1,9.1
3.7,5.7,50,3,1.3,3,8,1,1,0.8,104,10,3.0,1.7,1.2,9,4.8,9.6
4.9,6.6,56,9,1.8,2,7,5,0,1.0,53,7,2.0,0.0,0.5,2,7.3,6.1
3.0,6.8,62,9,1.3,2,1,1,0,1.6,44,18,5.0,1.5,1.1,4,6.3,10.0
0.0,8.5,74,1,1.2,9,10,5,1,1.4,146,11,3.2,1.8,0.7,3,7.9,5.9
2.7,5.6,58,9,1.4,4,5,9,1,1.0,144,6,2.8,1.9,0.8,10,4.9,8.7
7.0,7.5,77,8,1.8,2,6,5,1,1.4,129,11,2.9,1.4,0.5,7,7.3,10.0
5.5,8.4,89,8,2.0,6,6,2,0,1.6,89,19,2.9,2.6,1.4,7,5.7,10.0
7.3,3.7,52,0,0.5,2,9,5,0,1.3,66,6,3.0,3.1,0.0,2,5.5,10.0
5.3,7.0,60,6,2.1,1,10,9,0,2.0,58,8,3.2,2.8,0.1,6,9.3,10.0
5.7,4.5,90,6,1.3,8,2,4,1,1.3,61,12,2.2,0.7,0.9,6,4.2,10.0
3.2,6.4,58,0,0.9,1,1,3,1,0.6,87,5,0.7,3.2,0.0,2,5.0,6.6
3.9,8.0,76,4,3.4,9,10,3,0,0.9,63,9,2.4,0.1,1.5,6,8.0,5.5
6.9,7.2,98,4,0.9,4,5,3,1,0.9,63,10,2.1,1.4,0.9,4,3.3,10.0
4.5,8.2,98,0,0.4,4,7,7,1,1.2,91,19,3.5,2.0,1.2,1,5.0,10.0
3.9,7.1,52,7,0.9,3,4,7,1,0.7,65,8,2.0,2.5,0.9,2,8.1,7.8
7.0,4.2,58,10,1.2,9,5,10,1,2.0,60,5,3.1,2.0,1.4,7,7.1,10.0
2.7,8.7,64,2,1.5,7,1,6,0,1.1,146,17,2.8,2.7,0.0,4,8.1,10.0
4.1,6.7,61,6,0.3,1,6,9,1,1.1,99,8,2.7,1.7,0.3,1,2.1,8.7
5.7,8.8,85,1,1.6,8,3,7,1,0.8,26,5,0.3,0.6,0.9,5,9.1,3.7
3.6,8.0,65,0,1.3,10,10,5,1,1.2,105,17,1.7,2.0,2.2,9,6.5,8.8
2.5,8.1,75,8,0.0,4,2,2,1,0.8,34,7,4.3,4.0,0.0,4,8.4,8.8
3.2,8.6,89,3,2.1,9,7,9,1,0.9,99,14,3.6,1.1,1.3,1,6.5,8.4
5.2,8.2,56,0,1.9,9,10,6,1,0.0,144,15,1.7,1.0,1.2,7,9.0,9.7
2.6,7.5,83,10,1.4,10,9,7,1,0.5,24,5,2.5,1.1,0.5,2,6.5,3.9
5.4,7.0,73,2,0.5,3,3,10,0,0.8,113,13,3.3,0.5,2.4,1,9.9,10.0
1.9,7.3,97,8,1.0,4,5,8,1,0.8,139,17,1.7,1.9,1.5,3,4.1,8.0
2.4,6.1,98,10,0.0,8,7,10,1,0.9,128,8,3.4,0.3,1.4,4,3.0,7.2
5.4,6.0,98,2,0.4,9,8,6,1,1.2,25,9,3.8,1.8,1.1,2,4.3,10.0
6.6,5.9,91,4,1.2,8,10,3,1,1.9,110,18,2.3,0.9,1.4,9,5.2,10.0
5.6,9.0,63,5,1.2,7,9,6,1,1.2,68,10,2.7,2.9,2.2,1,5.7,10.0
6.3,6.3,72,1,0.0,7,8,8,1,0.8,38,9,2.9,0.8,0.7,7,4.8,9.4
7.2,6.4,62,6,1.2,2,9,2,0,1.1,108,6,2.6,1.5,0.5,10,7.5,10.0
3.2,3.1,90,1,0.8,8,6,7,1,1.2,76,8,3.9,2.6,0.5,5,2.5,10.0
0.0,6.9,88,4,0.1,8,6,7,0,0.8,107,12,3.9,2.8,0.7,4,7.6,7.8
6.0,8.5,67,9,0.9,4,7,8,0,1.0,144,16,2.0,2.0,1.5,2,4.2,10.0
5.5,5.8,54,8,0.8,4,7,1,1,1.3,54,13,1.5,1.7,1.0,4,4.0,9.5
8.9,7.0,90,0,0.6,4,9,3,1,1.0,110,10,3.4,0.8,1.2,2,5.8,10.0
5.0,6.0,90,8,1.7,10,7,1,1,0.3,29,7,2.4,0.8,2.1,1,7.7,7.2
4.1,6.9,92,5,0.8,1,2,6,1,1.8,39,13,1.5,3.2,1.4,3,5.5,8.7
0.9,5.8,92,8,1.2,8,1,1,1,1.5,119,14,2.6,1.9,0.0,7,8.3,7.7
3.7,7.4,54,7,0.2,8,7,7,0,0.5,21,19,3.0,0.7,0.3,4,6.1,7.9
5.1,5.0,82,5,1.9,7,1,3,0,0.9,63,18,1.9,2.4,0.4,10,7.1,10.0
4.6,3.0,72,2,0.0,8,4,7,1,1.5,43,10,4.9,2.2,1.0,9,6.0,10.0
3.0,6.3,92,6,1.2,5,1,10,1,0.7,113,11,1.9,0.7,1.1,5,9.2,6.9
5.1,7.1,71,4,1.4,6,9,10,0,1.6,146,9,1.6,3.3,0.5,3,3.0,10.0
5.5,3.1,90,6,0.9,8,3,4,1,1.7,57,12,2.0,0.5,1.1,6,2.5,10.0
3.5,5.5,62,3,1.2,10,10,2,1,0.5,47,17,1.9,0.5,0.4,2,7.1,7.5
6.1,7.5,88,9,1.6,9,8,3,0,0.0,66,20,3.5,1.6,1.7,10,7.6,10.0
7.1,6.4,64,9,0.1,5,5,10,0,1.3,54,15,1.9,1.8,0.8,2,4.8,10.0
7.7,6.5,64,7,0.1,3,10,7,0,0.2,76,5,2.4,0.3,1.3,5,4.5,9.7
4.7,8.3,91,3,2.2,7,6,6,1,1.3,134,18,0.8,0.7,0.8,3,7.3,8.3
3.7,6.2,77,2,2.2,8,8,8,1,1.1,94,14,1.4,0.5,1.3,7,4.7,7.2
2.5,5.6,67,0,2.0,1,8,1,0,0.5,113,11,3.0,2.2,2.6,3,7.8,9.4
1.6,6.4,55,10,0.5,8,9,10,1,0.3,92,16,3.4,1.7,1.5,2,3.5,8.5
6.2,10.0,74,0,1.8,4,2,4,1,0.5,134,18,0.8,1.6,0.6,10,7.4,9.9
2.6,6.7,82,1,1.9,4,2,2,0,2.4,98,14,1.5,0.0,0.4,3,7.2,5.5
